part_id,part_name,manufacturer,price,compatible_car_model
201311,Alternator,Suzuki,703.2,Kia Picanto
811577,Starter Motor,MG Motors,534.52,Truck
17910,Oil Filter,Kia,16.01,Toyota Hilux
244262,Thermostat,Kia,831.11,Toyota Land Cruiser
307347,Radiator Fan,Prince Motors,229.26,Suzuki Cultus
968116,Fuel Tank,Suzuki,232.67,Hyundai Sonata
8848,Headlight,Toyota,643.08,Changan Alsvin
282744,Tail Light,MG Motors,44.02,Kia Picanto
947433,Tire,Kia,951.64,Hyundai Sonata
969934,Alternator,Changan,819.5,Kia Sorento
572337,Steering Wheel,Nissan,186.87,Truck
361920,Fuel Injector,United Motors,961.11,Kia Picanto
592913,Tail Light,Nissan,377.48,Suzuki Alto
879037,Exhaust Pipe,Prince Motors,847.33,Nissan Sunny
298666,Wheel Rim,Proton,11.9,Toyota Hilux
810226,Brake Pad,Suzuki,881.0,Honda City
201958,Shocck Absorber,Toyota,427.37,Toyota Vitz
629688,Tire,Kia,284.33,MG HS
80441,Wheel Rim,Honda,511.73,Toyota Hilux
504038,Steering Wheel,Ghandhara Nissan,203.98,Suzuki Bolan
838752,Tire,Honda,45.8,Kia Sportage
491148,Air Filter,Toyota,950.51,Hyundai Sonata
131477,Water Pump,Kia,191.82,Nissan Sunny
225745,Tire,Hino Pak,622.44,Suzuki Wagon R
183436,Radiator,Changan,68.31,Hyundai Sonata
195103,Clutch Kit,Proton,737.42,Suzuki Cultus
200254,Spark Plug,Nissan,570.09,Suzuki Mehran
343625,Starter Motor,Prince Motors,452.36,Nissan Sunny
265848,Fuel Injector,Kia,666.24,Kia Picanto
883504,Shocck Absorber,Prince Motors,624.15,Toyota Land Cruiser
737275,Ignition Coil,Prince Motors,579.47,Hyundai Sonata
747741,Fuel Pump,MG Motors,554.36,Suzuki Wagon R
941449,Alternator,Honda,426.86,Nissan Sunny
392643,Steering Wheel,Ghandhara Nissan,59.78,Toyota Prius
717093,Fuel Tank,MG Motors,585.35,Honda BR-V
697386,Starter Motor,Prince Motors,954.24,Suzuki Swift
842259,Thermostat,MG Motors,913.63,Nissan Sunny
100909,Shocck Absorber,Changan,105.83,Kia Sorento
855436,Radiator Fan,Toyota,695.81,Truck
822475,Water Pump,Prince Motors,108.67,Suzuki Swift
560487,Shocck Absorber,Hino Pak,597.81,Suzuki Alto
586389,Fuel Injector,MG Motors,901.82,Kia Picanto
201097,Radiator,Hino Pak,261.57,Kia Sorento
169227,Shocck Absorber,Hino Pak,756.34,Toyota Vitz
149282,Brake Pad,United Motors,273.73,Toyota Corolla
830620,Air Filter,Proton,712.5,Truck
888950,Alternator,United Motors,204.38,Nissan Sunny
506855,Fuel Pump,United Motors,340.88,Nissan Sunny
267603,Radiator Fan,Kia,227.41,Toyota Land Cruiser
150071,Fuel Injector,Honda,638.26,Suzuki Mehran
563115,Radiator,Ghandhara Nissan,767.82,Hyundai Sonata
384163,Headlight,Hyundai,262.75,Kia Picanto
63322,AC Compressor,MG Motors,88.45,Suzuki Mehran
643011,Wheel Rim,Kia,593.12,Hyundai Sonata
264638,Spark Plug,Proton,271.22,Kia Sportage
507667,Ignition Coil,Hino Pak,356.5,Suzuki Wagon R
912420,Starter Motor,Changan,94.7,Hyundai Tucson
664718,Exhaust Pipe,Kia,931.16,Honda BR-V
510941,Spark Plug,Nissan,403.65,Honda BR-V
673126,Clutch Kit,Hino Pak,681.84,Toyota Yaris
615517,Fuel Pump,Hyundai,104.5,Honda Civic
812200,Steering Wheel,Prince Motors,251.95,Toyota Fortuner
481330,Fuel Pump,Toyota,356.6,Toyota Fortuner
638440,Water Pump,Hino Pak,108.99,Kia Picanto
445465,Starter Motor,Prince Motors,735.12,Honda Civic
694488,Oil Filter,Kia,668.05,Toyota Yaris
919651,Fuel Pump,Kia,104.02,Hyundai Sonata
240281,Fuel Injector,Suzuki,134.23,Suzuki Cultus
265816,Brake Pad,Nissan,128.17,Suzuki Swift
182526,Brake Pad,Honda,186.72,Toyota Yaris
306005,Oil Filter,Ghandhara Nissan,266.81,Honda Civic
58226,Alternator,Suzuki,862.13,Toyota Land Cruiser
341956,Wheel Rim,Changan,151.09,Honda Civic
693139,Wheel Rim,Hyundai,505.06,Toyota Yaris
606457,Water Pump,Suzuki,984.78,Suzuki Mehran
641169,Fuel Pump,Changan,228.0,Suzuki Bolan
250189,Tail Light,Hyundai,631.91,Kia Sorento
627857,AC Compressor,Honda,707.16,Toyota Land Cruiser
686787,Air Filter,Prince Motors,403.59,Toyota Hilux
646668,Fuel Pump,Toyota,992.05,Nissan Sunny
403140,Headlight,United Motors,165.85,Truck
842317,Radiator Fan,Suzuki,229.26,Toyota Prius
885812,AC Compressor,Nissan,151.53,Kia Picanto
351611,Radiator,Proton,731.57,Truck
975497,Starter Motor,Hyundai,824.99,Toyota Land Cruiser
606426,Starter Motor,Changan,793.22,Kia Sorento
311179,Oil Filter,Ghandhara Nissan,898.61,Honda City
402401,Fuel Injector,Ghandhara Nissan,358.66,Kia Picanto
678372,Battery,Kia,901.35,Suzuki Alto
583388,Wheel Rim,Proton,224.72,Suzuki Mehran
909282,Battery,Kia,808.05,Changan Alsvin
611054,Oil Filter,Ghandhara Nissan,999.69,Kia Sorento
624103,Radiator,Kia,307.98,Honda BR-V
355267,Clutch Kit,Hyundai,350.3,Suzuki Alto
585445,Steering Wheel,Hino Pak,460.99,Toyota Corolla
978489,Ignition Coil,Hino Pak,172.16,Toyota Yaris
874356,Wheel Rim,Prince Motors,383.32,Toyota Prius
558127,Wheel Rim,Proton,932.53,Hyundai Tucson
800484,Spark Plug,Proton,286.13,Kia Sorento
681386,Fuel Pump,MG Motors,472.39,Toyota Land Cruiser
831528,Tail Light,Toyota,400.66,Honda BR-V
419201,Brake Pad,Toyota,860.05,Honda City
821567,Ignition Coil,Ghandhara Nissan,155.11,Kia Sportage
262070,Alternator,Changan,892.95,Kia Sorento
802397,Spark Plug,Prince Motors,812.47,Hyundai Elantra
619802,Fuel Tank,MG Motors,994.0,Honda Civic
874569,Ignition Coil,Hyundai,864.55,Kia Sportage
207826,Wheel Rim,Hyundai,654.5,MG HS
393207,Tail Light,Hino Pak,345.21,Suzuki Cultus
75700,Thermostat,Changan,623.04,Suzuki Cultus
389812,Clutch Kit,Suzuki,321.61,Toyota Yaris
37458,Headlight,Changan,77.3,Nissan Sunny
665559,Steering Wheel,Ghandhara Nissan,206.76,Hyundai Tucson
555792,Alternator,Toyota,337.33,Truck
107988,Shocck Absorber,Proton,199.65,Nissan Sunny
191978,Radiator Fan,Prince Motors,438.23,Kia Sportage
104487,Fuel Tank,Ghandhara Nissan,38.18,Honda BR-V
310137,Fuel Tank,Kia,684.29,Kia Sportage
445399,Thermostat,Proton,811.48,Hyundai Elantra
72540,Alternator,United Motors,545.66,Toyota Vitz
474527,Radiator Fan,Hino Pak,850.61,Hyundai Tucson
409740,Clutch Kit,Toyota,750.06,Hyundai Elantra
875336,Tail Light,Hino Pak,410.42,Honda Civic
275776,Brake Pad,Nissan,966.63,Toyota Land Cruiser
899784,Exhaust Pipe,United Motors,72.99,Hyundai Elantra
36998,Brake Pad,Proton,565.32,Honda BR-V
274686,Tire,Changan,209.55,Honda Civic
482391,Alternator,Hyundai,52.06,Truck
624901,Thermostat,Kia,182.16,MG HS
792985,AC Compressor,Toyota,450.26,Suzuki Cultus
556576,Oil Filter,Hyundai,213.21,Kia Sportage
448559,Clutch Kit,Proton,793.22,Truck
738611,Exhaust Pipe,MG Motors,454.34,Suzuki Cultus
217752,Wheel Rim,Kia,343.65,Suzuki Swift
987226,Radiator,Proton,576.57,Toyota Yaris
861552,Alternator,Hino Pak,809.09,Hyundai Tucson
967372,Clutch Kit,MG Motors,557.26,Toyota Yaris
676791,Radiator Fan,Prince Motors,558.93,Kia Picanto
44720,Radiator Fan,Prince Motors,669.64,Suzuki Bolan
198616,Alternator,Nissan,222.76,Toyota Hilux
299991,Steering Wheel,Proton,826.89,MG HS
598975,Battery,Hino Pak,317.15,Hyundai Tucson
681546,Headlight,Ghandhara Nissan,204.09,Toyota Prius
84963,Fuel Tank,Changan,560.93,MG HS
659561,Steering Wheel,Toyota,216.85,MG HS
407442,Shocck Absorber,Nissan,253.08,Toyota Land Cruiser
142866,Steering Wheel,Honda,971.29,Kia Sportage
315828,Water Pump,Nissan,828.1,Kia Picanto
272859,Oil Filter,Nissan,54.82,Toyota Prius
834777,Fuel Tank,United Motors,843.78,Toyota Fortuner
636692,Exhaust Pipe,United Motors,582.42,Suzuki Bolan
559332,Air Filter,United Motors,655.8,Honda City
600030,Fuel Tank,Toyota,703.11,Toyota Fortuner
905732,Fuel Pump,Toyota,84.39,Suzuki Bolan
266580,Battery,MG Motors,415.84,Toyota Land Cruiser
306409,Fuel Tank,Honda,246.84,Suzuki Wagon R
193529,Exhaust Pipe,Honda,401.86,Toyota Prius
98945,Exhaust Pipe,Kia,985.28,Toyota Fortuner
597695,Spark Plug,United Motors,187.83,Suzuki Wagon R
552254,Oil Filter,Toyota,823.32,Toyota Fortuner
467171,Oil Filter,United Motors,952.57,Suzuki Wagon R
679852,Fuel Pump,Prince Motors,803.35,Hyundai Elantra
138246,Radiator,Changan,270.09,Kia Sportage
659612,Alternator,Changan,277.35,Nissan Sunny
908861,AC Compressor,Toyota,725.7,Hyundai Sonata
430084,Air Filter,Suzuki,451.44,Suzuki Swift
253209,Shocck Absorber,MG Motors,753.84,Hyundai Tucson
837555,Headlight,Changan,82.77,Toyota Hilux
464755,Fuel Pump,Kia,930.71,Nissan Sunny
608045,Air Filter,Kia,187.74,Toyota Prius
70693,Radiator,Ghandhara Nissan,123.89,Toyota Vitz
714124,Tire,Nissan,822.18,Honda Civic
662788,Tail Light,Suzuki,96.51,Suzuki Cultus
730728,Ignition Coil,Toyota,953.73,Truck
493214,Oil Filter,Honda,422.67,Suzuki Wagon R
881175,Tail Light,Proton,174.48,Honda Civic
389287,Ignition Coil,Ghandhara Nissan,722.12,Suzuki Wagon R
413891,AC Compressor,MG Motors,294.77,Nissan Sunny
3686,Fuel Injector,Suzuki,558.59,Honda Civic
291882,Steering Wheel,Kia,72.42,Hyundai Tucson
714544,Tire,Proton,594.96,Truck
60898,Oil Filter,Kia,483.06,Toyota Prius
4948,Tire,Kia,409.84,Toyota Fortuner
808906,Thermostat,Hino Pak,765.75,Hyundai Tucson
274395,Thermostat,Honda,610.73,Honda Civic
466388,Tire,Kia,675.15,Toyota Corolla
330447,Radiator Fan,Hyundai,966.09,Nissan Sunny
18870,AC Compressor,Prince Motors,339.35,Suzuki Swift
314101,Tire,MG Motors,751.17,Nissan Sunny
662887,Radiator,Prince Motors,169.96,Hyundai Sonata
647330,Fuel Pump,Toyota,656.38,Kia Picanto
76172,Radiator Fan,Kia,502.6,Honda Civic
739831,AC Compressor,Ghandhara Nissan,628.52,Suzuki Alto
546388,Clutch Kit,Toyota,833.27,Hyundai Tucson
111701,Exhaust Pipe,MG Motors,526.25,Toyota Corolla
125432,Spark Plug,Suzuki,630.87,Honda BR-V
899324,Spark Plug,United Motors,739.74,Hyundai Sonata
63245,Steering Wheel,Honda,899.75,Hyundai Sonata
289433,Tail Light,Toyota,674.37,Kia Picanto
789401,Radiator,Hyundai,317.31,Honda BR-V
246910,Spark Plug,United Motors,739.93,Suzuki Alto
733705,Ignition Coil,Ghandhara Nissan,880.58,Kia Picanto
480814,Clutch Kit,Honda,313.29,Suzuki Wagon R
675696,Spark Plug,Hyundai,956.02,Toyota Vitz
764143,Radiator Fan,Hino Pak,644.3,Kia Sorento
159255,Oil Filter,Hino Pak,743.54,Toyota Prius
209222,Air Filter,Nissan,828.67,Suzuki Wagon R
912220,Alternator,Nissan,711.37,Kia Picanto
314212,Oil Filter,Hino Pak,102.2,Kia Picanto
279978,Starter Motor,MG Motors,486.48,Hyundai Tucson
716494,Steering Wheel,Proton,605.07,Truck
871194,Tail Light,Suzuki,452.74,Hyundai Elantra
188501,Ignition Coil,Suzuki,414.09,Suzuki Bolan
304553,Tire,Ghandhara Nissan,799.99,Suzuki Wagon R
784596,Radiator,Kia,954.52,Toyota Hilux
765605,Shocck Absorber,Hyundai,714.46,Suzuki Swift
352011,Tail Light,Hino Pak,605.36,Nissan Sunny
709429,Starter Motor,Changan,673.35,Hyundai Elantra
833021,Ignition Coil,Honda,564.82,Kia Sorento
533225,Radiator Fan,Honda,796.28,Suzuki Swift
571648,Tail Light,Ghandhara Nissan,215.52,Toyota Hilux
741853,Fuel Pump,Prince Motors,465.88,Suzuki Mehran
720119,Radiator,Changan,514.73,Hyundai Tucson
183702,Steering Wheel,Ghandhara Nissan,296.38,Toyota Corolla
877220,Clutch Kit,Proton,871.49,Truck
362234,Ignition Coil,Hino Pak,861.98,Suzuki Mehran
615640,Radiator,Hino Pak,442.53,Kia Sportage
978200,Shocck Absorber,Nissan,696.79,Suzuki Swift
523793,Thermostat,Toyota,98.66,Toyota Vitz
681897,Water Pump,Prince Motors,164.44,Toyota Prius
353133,Fuel Injector,Changan,217.48,Suzuki Bolan
739743,Brake Pad,Toyota,983.08,Honda Civic
808761,Oil Filter,MG Motors,234.01,Suzuki Alto
362297,Tire,Hyundai,110.9,Toyota Land Cruiser
2770,Water Pump,Changan,301.41,Honda City
536053,Ignition Coil,Hino Pak,857.64,Kia Sorento
465450,Clutch Kit,Proton,463.8,Kia Sportage
318698,Steering Wheel,Kia,45.54,Toyota Fortuner
258278,Fuel Tank,Changan,446.53,Suzuki Wagon R
682212,Fuel Tank,Prince Motors,179.41,Toyota Yaris
581595,Oil Filter,Honda,990.68,Hyundai Tucson
441541,Alternator,Ghandhara Nissan,153.6,Honda BR-V
406273,Clutch Kit,Prince Motors,824.65,Honda Civic
201169,Brake Pad,Kia,97.68,Kia Picanto
493435,Alternator,Toyota,239.48,Suzuki Mehran
821654,Tire,Changan,769.01,Truck
736817,Tire,Nissan,444.32,MG HS
32243,Thermostat,Hino Pak,491.73,Suzuki Alto
98074,Brake Pad,Suzuki,58.04,Truck
38898,Wheel Rim,United Motors,351.74,Toyota Prius
123253,Headlight,Hino Pak,549.86,Suzuki Swift
541485,Starter Motor,Changan,977.83,Suzuki Swift
237298,Wheel Rim,Hino Pak,257.22,Suzuki Alto
265243,Radiator,Suzuki,209.09,Hyundai Elantra
469030,Radiator Fan,Proton,378.37,Toyota Yaris
59414,Headlight,Honda,269.25,Honda City
720274,Spark Plug,Kia,166.6,MG HS
911827,Fuel Tank,Changan,815.34,Toyota Corolla
633170,Oil Filter,Suzuki,892.34,Changan Alsvin
364925,Air Filter,Prince Motors,729.6,Honda City
374145,Wheel Rim,Changan,369.9,Suzuki Swift
55766,Spark Plug,United Motors,425.68,Kia Picanto
279734,Oil Filter,Suzuki,585.89,Changan Alsvin
855692,Oil Filter,Changan,764.72,Toyota Hilux
530183,Headlight,Changan,355.47,Changan Alsvin
893041,Ignition Coil,Ghandhara Nissan,327.65,Suzuki Alto
791113,Air Filter,MG Motors,106.72,Suzuki Bolan
160979,Water Pump,Proton,967.45,Toyota Hilux
840793,Shocck Absorber,Hyundai,782.25,Kia Sportage
748500,Headlight,Changan,563.28,Hyundai Sonata
782796,Air Filter,Hyundai,592.6,Changan Alsvin
488615,Steering Wheel,Proton,264.35,Hyundai Elantra
761691,Shocck Absorber,Suzuki,705.57,Kia Sportage
395522,Exhaust Pipe,Hyundai,190.4,Truck
236411,Radiator,Changan,443.27,Toyota Vitz
313187,Fuel Injector,Toyota,847.16,Kia Sorento
819219,Headlight,Proton,355.04,MG HS
279349,Battery,Proton,340.75,Toyota Prius
160662,Wheel Rim,MG Motors,756.24,Hyundai Elantra
358503,Brake Pad,Honda,252.51,Hyundai Sonata
815624,Exhaust Pipe,Nissan,30.9,Hyundai Sonata
452031,Alternator,MG Motors,542.28,Truck
96526,Ignition Coil,Changan,992.37,Toyota Vitz
494914,Radiator,Prince Motors,946.71,Suzuki Swift
124729,AC Compressor,Kia,422.33,Hyundai Elantra
448926,Oil Filter,Changan,360.04,Toyota Fortuner
462449,Water Pump,Toyota,516.28,Suzuki Swift
782418,Tail Light,United Motors,333.45,Suzuki Swift
234269,Water Pump,Prince Motors,659.15,Suzuki Wagon R
472805,AC Compressor,Suzuki,985.23,Truck
25736,Starter Motor,Ghandhara Nissan,626.63,Kia Sportage
188166,Fuel Injector,Toyota,595.42,Hyundai Elantra
630980,Exhaust Pipe,Ghandhara Nissan,437.2,Suzuki Bolan
300380,Spark Plug,Prince Motors,211.78,Toyota Yaris
388770,Headlight,Hyundai,639.89,Nissan Sunny
570153,Brake Pad,Suzuki,482.14,Kia Sportage
97414,Shocck Absorber,Kia,967.64,Hyundai Sonata
374320,Headlight,Hino Pak,305.38,Honda Civic
298915,Fuel Tank,Prince Motors,587.98,Toyota Fortuner
189201,Alternator,Changan,997.99,Honda Civic
854438,Wheel Rim,Prince Motors,472.3,Toyota Yaris
717362,Fuel Injector,Changan,280.39,Nissan Sunny
705524,Ignition Coil,MG Motors,296.14,Toyota Land Cruiser
826702,Thermostat,Toyota,845.62,Toyota Yaris
23118,Exhaust Pipe,Proton,842.85,MG HS
836234,Spark Plug,United Motors,563.53,Suzuki Swift
510911,Thermostat,Toyota,87.2,Kia Sportage
461855,Battery,Changan,34.56,Kia Picanto
812442,AC Compressor,Kia,373.91,Toyota Fortuner
966094,Alternator,Nissan,50.63,Honda City
635003,Ignition Coil,Ghandhara Nissan,368.08,Hyundai Tucson
621149,Radiator Fan,Kia,820.11,Toyota Prius
119151,Radiator Fan,Honda,662.96,Hyundai Elantra
663377,Water Pump,Nissan,405.5,Toyota Prius
808498,Shocck Absorber,Kia,391.93,Hyundai Tucson
966573,Fuel Injector,MG Motors,288.74,Kia Sorento
740038,Fuel Tank,Hino Pak,76.63,Toyota Land Cruiser
330420,AC Compressor,Proton,129.67,Changan Alsvin
814724,Wheel Rim,Ghandhara Nissan,364.87,Hyundai Tucson
842046,Clutch Kit,Proton,977.26,Toyota Fortuner
802104,Air Filter,Suzuki,52.95,Changan Alsvin
664748,Ignition Coil,MG Motors,378.93,Suzuki Alto
155740,Starter Motor,MG Motors,577.76,Toyota Fortuner
767588,Headlight,Prince Motors,939.77,Honda BR-V
235302,Ignition Coil,Prince Motors,425.43,Kia Sportage
340675,Air Filter,Ghandhara Nissan,610.93,Suzuki Swift
503330,AC Compressor,Hino Pak,434.42,Suzuki Cultus
199390,Starter Motor,Prince Motors,580.62,Toyota Fortuner
730655,Wheel Rim,Ghandhara Nissan,460.02,Toyota Prius
182930,Tail Light,Suzuki,876.98,Toyota Prius
346451,Wheel Rim,Honda,774.85,Kia Picanto
160865,Radiator,Toyota,98.52,Kia Sorento
421221,Spark Plug,Toyota,945.93,Toyota Yaris
250952,Brake Pad,Honda,814.17,Nissan Sunny
348497,Steering Wheel,Nissan,689.93,Toyota Fortuner
462897,Spark Plug,Hyundai,942.0,Hyundai Elantra
969746,Oil Filter,United Motors,257.75,Toyota Yaris
153489,Tail Light,Hyundai,153.82,Suzuki Bolan
907498,AC Compressor,Toyota,70.23,Toyota Hilux
422453,Steering Wheel,Honda,211.94,Honda Civic
918289,Headlight,Nissan,341.9,Hyundai Elantra
781515,Radiator,Kia,623.14,Honda BR-V
239607,Water Pump,MG Motors,717.62,Honda Civic
889390,AC Compressor,Hino Pak,654.0,Kia Sorento
503954,AC Compressor,MG Motors,67.95,Changan Alsvin
563819,Radiator Fan,United Motors,953.01,Honda Civic
708828,Starter Motor,Hyundai,976.68,Hyundai Tucson
837112,Brake Pad,Proton,662.89,Truck
549107,Oil Filter,Ghandhara Nissan,999.34,Toyota Prius
566995,Shocck Absorber,United Motors,981.89,Honda BR-V
118141,Fuel Tank,Ghandhara Nissan,361.44,Honda City
300024,Starter Motor,MG Motors,622.05,Hyundai Tucson
901995,Radiator Fan,Changan,578.42,MG HS
645829,Radiator,United Motors,689.85,Toyota Prius
464566,Starter Motor,MG Motors,664.65,Toyota Hilux
848673,Fuel Tank,Prince Motors,415.29,Suzuki Wagon R
234287,Exhaust Pipe,Honda,986.76,MG HS
476738,Ignition Coil,Kia,308.23,Toyota Prius
212928,Tail Light,Nissan,656.01,Hyundai Elantra
965118,Brake Pad,Hyundai,252.56,Suzuki Wagon R
701810,Headlight,Hino Pak,164.44,Suzuki Alto
380974,Clutch Kit,Proton,212.04,Honda Civic
447519,Fuel Pump,Prince Motors,115.25,Suzuki Wagon R
69633,Radiator Fan,Hyundai,969.51,Toyota Vitz
213791,Spark Plug,Ghandhara Nissan,52.06,Suzuki Cultus
651528,Oil Filter,MG Motors,958.89,Honda Civic
337657,Radiator,Suzuki,628.54,Suzuki Mehran
16077,Fuel Injector,Toyota,243.81,Toyota Vitz
646065,Steering Wheel,Hino Pak,931.38,Suzuki Bolan
520850,Water Pump,MG Motors,562.67,Kia Picanto
220124,Exhaust Pipe,Changan,908.53,Suzuki Alto
601323,Steering Wheel,Toyota,724.64,Suzuki Swift
163275,Radiator,Proton,370.45,Kia Sportage
285983,Wheel Rim,Hino Pak,244.96,Suzuki Cultus
984708,Alternator,Changan,613.83,Toyota Fortuner
594502,AC Compressor,Suzuki,37.95,Suzuki Alto
517840,Fuel Tank,Prince Motors,880.58,Suzuki Mehran
772834,AC Compressor,Toyota,248.86,Toyota Yaris
22433,Wheel Rim,Toyota,506.29,Suzuki Swift
437309,Headlight,Kia,445.4,Hyundai Tucson
569678,Alternator,Hyundai,32.25,Toyota Vitz
89249,Radiator,United Motors,39.67,Changan Alsvin
650177,Fuel Tank,Suzuki,627.37,Toyota Corolla
125499,AC Compressor,Prince Motors,930.19,Truck
469833,Steering Wheel,Prince Motors,464.88,Suzuki Wagon R
115944,Fuel Injector,Toyota,198.94,Hyundai Sonata
587457,Steering Wheel,Proton,508.89,Kia Sorento
917882,Exhaust Pipe,Hino Pak,32.69,Honda City
379616,Tire,Prince Motors,606.82,Kia Sportage
829025,Fuel Tank,Proton,627.59,Honda City
834126,Alternator,Changan,173.44,Hyundai Tucson
774168,Starter Motor,MG Motors,287.79,Truck
188506,Brake Pad,Honda,61.43,Honda Civic
471424,Battery,Changan,670.19,MG HS
640362,Thermostat,Kia,673.61,Suzuki Bolan
47900,Starter Motor,Toyota,172.62,MG HS
220776,Thermostat,Prince Motors,972.02,Kia Sorento
448686,Fuel Injector,Honda,788.35,Suzuki Mehran
842775,Oil Filter,MG Motors,962.81,Kia Sorento
932241,Alternator,United Motors,80.25,Kia Picanto
233319,Tail Light,Nissan,549.62,Kia Sorento
274405,Battery,Kia,273.33,Toyota Hilux
863529,Exhaust Pipe,Hyundai,166.6,Toyota Prius
77241,Fuel Pump,Kia,325.86,Toyota Yaris
128576,Exhaust Pipe,Hino Pak,298.2,Hyundai Tucson
243547,Brake Pad,Kia,454.61,Suzuki Mehran
930144,Oil Filter,MG Motors,110.07,Suzuki Cultus
773291,Steering Wheel,Ghandhara Nissan,743.69,Suzuki Mehran
177387,Starter Motor,Hino Pak,376.37,Nissan Sunny
58587,Starter Motor,Hyundai,372.33,Truck
232234,Tire,Toyota,428.48,Toyota Yaris
183405,Headlight,MG Motors,124.9,Honda BR-V
289344,Spark Plug,Honda,691.32,Suzuki Swift
231541,Exhaust Pipe,Proton,416.53,Honda BR-V
892613,Radiator Fan,Suzuki,852.08,Suzuki Alto
237873,Fuel Tank,Toyota,990.47,Hyundai Elantra
159689,Thermostat,MG Motors,652.25,Suzuki Alto
514916,Ignition Coil,MG Motors,148.12,Suzuki Bolan
543161,Ignition Coil,Nissan,232.4,Suzuki Alto
801238,Ignition Coil,United Motors,262.53,Kia Picanto
221824,Oil Filter,Ghandhara Nissan,887.53,Suzuki Bolan
420185,Brake Pad,Changan,944.63,Suzuki Alto
74475,Ignition Coil,Kia,258.66,Hyundai Tucson
787014,Exhaust Pipe,MG Motors,17.95,Kia Sportage
119262,AC Compressor,Toyota,595.89,MG HS
970655,Shocck Absorber,Nissan,805.09,Toyota Vitz
777627,Air Filter,Suzuki,304.73,Suzuki Swift
438826,Alternator,Ghandhara Nissan,666.64,Toyota Hilux
243723,Clutch Kit,Kia,930.66,Toyota Prius
696065,Clutch Kit,United Motors,840.96,Honda City
124559,Fuel Pump,Prince Motors,104.66,MG HS
701578,Wheel Rim,Changan,799.24,Toyota Vitz
174243,Wheel Rim,Hino Pak,115.76,Changan Alsvin
56033,Tire,United Motors,156.76,Honda Civic
424624,Air Filter,Proton,930.64,Hyundai Tucson
36597,Headlight,Honda,195.36,Hyundai Sonata
447411,Water Pump,Changan,486.81,Kia Sportage
321125,Wheel Rim,Nissan,536.65,Changan Alsvin
796612,Headlight,Proton,613.58,Honda BR-V
592898,Tail Light,MG Motors,173.56,Kia Picanto
369458,Oil Filter,Hyundai,611.42,Toyota Prius
938743,Thermostat,Changan,70.96,MG HS
916426,Water Pump,Ghandhara Nissan,856.0,Hyundai Sonata
733294,Headlight,MG Motors,740.14,Honda City
874680,Fuel Pump,Prince Motors,799.18,Toyota Prius
758502,Oil Filter,MG Motors,264.7,Suzuki Bolan
367441,Battery,Hino Pak,420.6,Toyota Prius
767160,Tail Light,Honda,478.48,Nissan Sunny
554725,Battery,Changan,685.39,Suzuki Cultus
248049,Headlight,Nissan,454.58,Kia Sportage
667555,Fuel Tank,Hyundai,629.43,Nissan Sunny
726456,Ignition Coil,Changan,385.7,Toyota Fortuner
778399,Starter Motor,United Motors,604.06,Honda BR-V
804219,Ignition Coil,Nissan,233.61,Honda City
131888,Spark Plug,Suzuki,990.82,Kia Picanto
985670,Starter Motor,Nissan,393.74,Hyundai Sonata
71966,Oil Filter,Kia,970.86,Suzuki Mehran
978283,Tail Light,Honda,255.71,Toyota Prius
323459,Fuel Injector,MG Motors,204.84,Toyota Land Cruiser
889419,Radiator,Suzuki,221.5,Kia Sorento
222327,Radiator Fan,Prince Motors,301.5,Suzuki Wagon R
691947,Exhaust Pipe,Changan,433.56,Suzuki Mehran
824419,Battery,Suzuki,230.87,Kia Sorento
315587,Brake Pad,MG Motors,531.57,Suzuki Bolan
917468,Fuel Tank,Proton,912.6,Kia Sorento
533517,Water Pump,Honda,338.22,Suzuki Alto
997634,Ignition Coil,Ghandhara Nissan,40.39,Hyundai Elantra
843452,Spark Plug,United Motors,447.63,Toyota Fortuner
283287,Clutch Kit,United Motors,567.6,Kia Sportage
477294,Exhaust Pipe,Changan,106.86,Changan Alsvin
572575,Water Pump,Kia,553.54,Honda City
196765,Fuel Pump,MG Motors,926.4,Honda City
57285,Alternator,Changan,42.86,Kia Picanto
176476,Fuel Tank,Honda,441.16,Toyota Yaris
690814,Tire,Proton,682.37,Kia Picanto
180289,Water Pump,Honda,184.6,Suzuki Swift
30571,Thermostat,Proton,29.31,Toyota Prius
702981,Thermostat,Proton,209.89,Changan Alsvin
429376,Starter Motor,MG Motors,910.1,Hyundai Sonata
380703,Ignition Coil,Proton,914.7,Nissan Sunny
99328,Starter Motor,Suzuki,314.82,Suzuki Cultus
602346,Radiator Fan,Honda,16.26,Suzuki Swift
850934,Water Pump,Prince Motors,974.42,Hyundai Sonata
831376,Water Pump,Hyundai,609.99,Kia Sorento
45816,Ignition Coil,Changan,344.35,Suzuki Mehran
735056,Alternator,Changan,182.99,Suzuki Wagon R
683011,Tire,Nissan,75.36,Hyundai Elantra
622324,Radiator,Hyundai,139.01,Suzuki Mehran
692913,Tire,Hyundai,517.92,Changan Alsvin
675909,Fuel Injector,Prince Motors,538.55,Nissan Sunny
177579,Steering Wheel,Kia,957.18,Toyota Yaris
650589,Ignition Coil,Ghandhara Nissan,535.43,Toyota Vitz
549659,AC Compressor,Kia,38.44,Honda City
982440,Alternator,Nissan,183.06,Honda Civic
749642,Air Filter,Suzuki,977.9,Toyota Yaris
152536,Shocck Absorber,Toyota,536.67,Honda Civic
